"","Cantidad_TGC_1","Cantidad_TGC_2","Respuesta_A","Respuesta_B","Direccion","Separacion","correctas_A","correctas_B","correctas"
"2375","0","1","0","2","90",5,1,0,0
"2376","3","1","2","1","45",14,0,1,0
"2377","0","0","1","0","0",14,0,1,0
"2378","1","1","1","1","135",17,1,1,1
"2379","0","2","1","2","0",14,0,1,0
"2380","1","0","1","1","90",8,1,0,0
"2381","3","0","1","0","135",3,0,1,0
"2382","1","2","1","1","135",17,1,0,0
"2383","1","2","0","1","135",14,0,0,0
"2384","1","1","0","1","90",20,0,1,0
"2385","1","2","0","1","135",11,0,0,0
"2386","1","1","1","1","90",8,1,1,1
"2387","1","0","1","0","135",5,1,1,1
"2388","1","0","1","0","45",14,1,1,1
"2389","2","1","1","1","135",8,0,1,0
"2390","2","1","1","1","135",14,0,1,0
"2391","0","1","0","1","0",20,1,1,1
"2392","1","2","0","1","135",11,0,0,0
"2393","0","1","0","1","135",8,1,1,1
"2394","0","2","0","1","135",17,1,0,0
"2395","1","1","0","1","90",20,0,1,0
"2396","1","1","1","1","0",3,1,1,1
"2397","0","0","0","0","45",11,1,1,1
"2398","1","1","0","1","90",3,0,1,0
"2399","1","2","1","1","90",5,1,0,0
"2400","3","0","2","0","0",3,0,1,0
"2401","1","1","1","1","45",5,1,1,1
"2402","1","0","1","1","0",14,1,0,0
"2403","0","2","0","1","90",11,1,0,0
"2404","0","1","0","1","135",11,1,1,1
"2405","1","1","1","0","135",20,1,0,0
"2406","2","0","2","0","45",5,1,1,1
"2407","1","0","2","1","45",11,0,0,0
"2408","2","0","1","0","0",17,0,1,0
"2409","3","2","1","0","0",14,0,0,0
"2410","0","2","0","2","90",3,1,1,1
"2411","1","1","1","1","45",5,1,1,1
"2412","2","1","1","1","0",8,0,1,0
"2413","2","1","1","1","135",8,0,1,0
"2414","3","1","1","1","0",17,0,1,0
"2415","1","0","1","0","135",3,1,1,1
"2416","1","2","1","1","135",20,1,0,0
"2417","1","0","1","0","0",20,1,1,1
"2418","0","1","0","1","135",11,1,1,1
"2419","2","0","2","0","90",3,1,1,1
"2420","1","1","0","1","90",3,0,1,0
"2421","1","0","0","1","135",20,0,0,0
"2422","2","3","1","2","0",20,0,0,0
"2423","1","0","1","1","90",8,1,0,0
"2424","1","1","1","1","0",20,1,1,1
"2425","1","1","1","1","45",5,1,1,1
"2426","1","0","1","0","45",5,1,1,1
"2427","1","2","1","1","90",14,1,0,0
"2428","0","1","1","0","0",20,0,0,0
"2429","0","2","0","0","90",17,1,0,0
"2430","2","3","1","2","135",11,0,0,0
"2431","2","0","2","0","45",5,1,1,1
"2432","3","2","2","0","90",5,0,0,0
"2433","0","2","2","0","45",17,0,0,0
"2434","2","1","1","0","45",20,0,0,0
"2435","1","1","1","1","135",17,1,1,1
"2436","1","2","1","1","45",11,1,0,0
"2437","2","0","2","0","45",14,1,1,1
"2438","2","1","2","1","0",8,1,1,1
"2439","2","2","2","1","0",11,1,0,0
"2440","1","0","1","0","45",3,1,1,1
"2441","1","2","0","1","135",17,0,0,0
"2442","2","1","2","1","45",3,1,1,1
"2443","1","0","1","0","90",5,1,1,1
"2444","1","2","1","2","45",11,1,1,1
"2445","0","1","0","1","90",5,1,1,1
"2446","0","1","0","1","0",14,1,1,1
"2447","0","1","0","1","90",17,1,1,1
"2448","1","1","1","1","45",11,1,1,1
"2449","1","2","1","2","90",11,1,1,1
"2450","1","0","1","0","45",8,1,1,1
"2451","0","1","0","1","0",8,1,1,1
"2452","1","1","0","1","135",11,0,1,0
"2453","2","1","1","1","135",5,0,1,0
"2454","2","0","2","1","0",11,1,0,0
"2455","0","0","0","1","90",11,1,0,0
"2456","2","1","2","1","45",3,1,1,1
"2457","0","1","0","1","45",14,1,1,1
"2458","1","1","1","1","45",5,1,1,1
"2459","2","2","1","2","90",3,0,1,0
"2460","0","1","0","1","135",3,1,1,1
"2461","0","1","0","1","0",5,1,1,1
"2462","1","3","1","2","45",3,1,0,0
"2463","1","1","1","1","135",5,1,1,1
"2464","2","0","2","0","0",11,1,1,1
"2465","3","3","1","1","90",14,0,0,0
"2466","1","0","1","0","0",17,1,1,1
"2467","1","1","1","1","135",17,1,1,1
"2468","0","0","0","1","90",8,1,0,0
"2469","1","3","1","2","90",14,1,0,0
"2470","0","3","1","1","90",20,0,0,0
"2471","2","0","0","1","45",17,0,0,0
"2472","2","2","1","1","0",11,0,0,0
"2473","1","1","1","1","45",17,1,1,1
"2474","1","1","1","1","45",8,1,1,1
"2475","2","1","2","1","45",5,1,1,1
"2476","1","1","1","1","135",5,1,1,1
"2477","0","0","1","0","45",14,0,1,0
"2478","1","2","1","2","45",17,1,1,1
"2479","0","3","0","2","135",14,1,0,0
"2480","2","1","2","1","0",8,1,1,1
"2481","2","1","1","2","135",8,0,0,0
"2482","0","0","0","0","45",5,1,1,1
"2483","3","0","2","1","135",3,0,0,0
"2484","2","1","0","1","90",20,0,1,0
"2485","1","1","1","1","0",5,1,1,1
"2486","2","1","2","1","90",5,1,1,1
"2487","0","1","0","1","90",5,1,1,1
"2488","1","0","1","1","90",11,1,0,0
"2489","0","2","0","1","135",20,1,0,0
"2490","1","1","1","1","0",5,1,1,1
"2491","1","1","1","1","135",3,1,1,1
"2492","0","1","0","0","45",8,1,0,0
"2493","0","0","0","1","0",20,1,0,0
"2494","2","1","2","0","90",14,1,0,0
"2495","1","1","1","1","135",14,1,1,1
"2496","2","1","2","1","90",11,1,1,1
"2497","2","2","1","2","90",3,0,1,0
"2498","1","0","1","0","90",14,1,1,1
"2499","1","1","0","1","135",14,0,1,0
"2500","2","1","2","1","135",11,1,1,1
"2501","0","0","0","0","45",3,1,1,1
"2502","1","1","1","1","45",11,1,1,1
"2503","1","3","1","3","0",8,1,1,1
"2504","0","1","0","1","135",8,1,1,1
"2505","1","1","0","1","135",11,0,1,0
"2506","0","3","0","1","135",8,1,0,0
"2507","2","0","1","0","45",3,0,1,0
"2508","2","2","1","2","0",3,0,1,0
"2509","2","1","0","0","90",20,0,0,0
"2510","3","2","0","1","90",20,0,0,0
"2511","1","0","0","0","135",11,0,1,0
"2512","0","1","1","1","45",3,0,1,0
"2513","2","0","0","1","90",11,0,0,0
"2514","1","2","1","2","90",3,1,1,1
"2515","2","0","2","0","0",3,1,1,1
"2516","0","1","1","0","135",11,0,0,0
"2517","1","1","1","1","90",5,1,1,1
"2518","0","1","0","1","90",14,1,1,1
"2519","2","1","1","1","90",11,0,1,0
"2520","0","0","0","0","135",8,1,1,1
"2521","1","2","1","2","0",3,1,1,1
"2522","2","0","2","0","45",14,1,1,1
"2523","3","0","2","0","135",11,0,1,0
"2524","0","1","2","1","135",14,0,1,0
"2525","1","2","1","2","0",5,1,1,1
"2526","2","1","1","2","0",20,0,0,0
"2527","0","2","1","2","90",5,0,1,0
"2528","1","1","2","1","135",11,0,1,0
"2529","2","0","2","1","0",11,1,0,0
"2530","1","2","0","1","135",20,0,0,0
"2531","1","0","1","0","0",14,1,1,1
"2532","1","1","1","1","135",5,1,1,1
"2533","1","0","1","1","135",8,1,0,0
"2534","3","0","1","0","0",20,0,1,0
"2535","2","2","1","2","90",11,0,1,0
"2536","0","0","1","0","135",5,0,1,0
"2537","1","3","1","2","90",11,1,0,0
"2538","1","0","1","0","135",8,1,1,1
"2539","1","0","1","0","45",5,1,1,1
"2540","0","1","0","1","0",11,1,1,1
"2541","0","0","1","1","0",17,0,0,0
"2542","1","0","1","0","45",11,1,1,1
"2543","0","2","0","2","135",5,1,1,1
"2544","1","1","1","0","45",17,1,0,0
"2545","1","0","1","2","90",8,1,0,0
"2546","0","1","0","1","90",11,1,1,1
"2547","1","3","1","3","45",3,1,1,1
"2548","1","0","1","0","90",17,1,1,1
"2549","1","1","1","1","45",11,1,1,1
"2550","1","0","1","2","0",20,1,0,0
"2551","1","2","1","2","45",5,1,1,1
"2552","1","0","1","0","90",8,1,1,1
"2553","0","4","1","0","90",20,0,0,0
"2554","1","0","1","0","45",14,1,1,1
"2555","0","0","0","0","0",8,1,1,1
"2556","0","1","1","1","135",20,0,1,0
"2557","2","1","0","1","135",14,0,1,0
"2558","1","0","1","0","45",8,1,1,1
"2559","1","2","1","1","0",20,1,0,0
"2560","1","2","1","2","0",17,1,1,1
"2561","0","0","0","0","135",3,1,1,1
"2562","1","2","1","0","90",17,1,0,0
"2563","2","1","2","1","45",8,1,1,1
"2564","2","0","1","2","0",11,0,0,0
"2565","2","1","1","2","135",20,0,0,0
"2566","1","1","1","1","135",11,1,1,1
"2567","0","1","0","1","0",3,1,1,1
"2568","3","2","2","1","0",14,0,0,0
"2569","0","3","1","1","0",17,0,0,0
"2570","2","1","1","2","0",11,0,0,0
"2571","1","1","2","1","90",5,0,1,0
"2572","1","0","1","0","0",14,1,1,1
"2573","0","2","0","2","0",8,1,1,1
"2574","2","3","1","2","135",3,0,0,0
"2575","1","1","0","0","135",17,0,0,0
"2576","2","0","2","0","45",5,1,1,1
"2577","1","0","1","0","0",20,1,1,1
"2578","1","0","1","1","0",20,1,0,0
"2579","1","1","1","0","0",17,1,0,0
"2580","2","2","1","2","90",11,0,1,0
"2581","1","0","1","2","135",17,1,0,0
"2582","3","1","3","1","90",5,1,1,1
"2583","0","0","1","0","0",20,0,1,0
"2584","3","2","2","0","45",17,0,0,0
"2585","0","1","0","1","45",3,1,1,1
"2586","0","1","0","1","90",20,1,1,1
"2587","1","1","1","1","45",8,1,1,1
"2588","0","2","1","2","0",14,0,1,0
"2589","2","1","1","2","45",17,0,0,0
"2590","1","0","1","0","45",17,1,1,1
"2591","1","0","1","0","90",17,1,1,1
"2592","0","1","0","1","45",5,1,1,1
"2593","2","1","1","0","90",14,0,0,0
"2594","1","1","0","1","45",20,0,1,0
"2595","2","1","2","1","0",5,1,1,1
"2596","1","0","1","0","135",3,1,1,1
"2597","1","1","2","1","45",8,0,1,0
"2598","3","1","3","1","90",5,1,1,1
"2599","0","1","1","1","45",8,0,1,0
"2600","1","1","1","0","90",20,1,0,0
"2601","1","1","1","1","135",14,1,1,1
"2602","2","1","2","1","135",5,1,1,1
"2603","0","1","1","1","45",14,0,1,0
"2604","3","1","2","1","45",3,0,1,0
"2605","1","1","1","1","0",17,1,1,1
"2606","0","1","0","1","0",14,1,1,1
"2607","1","1","0","0","90",20,0,0,0
"2608","0","0","0","0","45",17,1,1,1
"2609","1","2","0","1","135",20,0,0,0
"2610","0","2","0","2","135",3,1,1,1
"2611","0","0","1","1","135",17,0,0,0
"2612","0","1","0","1","45",8,1,1,1
"2613","0","3","0","2","90",8,1,0,0
"2614","1","1","2","1","90",3,0,1,0
"2615","2","1","2","0","90",14,1,0,0
"2616","0","1","0","1","135",3,1,1,1
"2617","0","1","1","1","0",8,0,1,0
"2618","0","1","0","2","90",3,1,0,0
"2619","2","2","1","2","0",3,0,1,0
"2620","1","2","1","2","0",14,1,1,1
"2621","1","0","1","0","0",8,1,1,1
"2622","1","1","1","1","135",3,1,1,1
"2623","1","1","1","1","90",11,1,1,1
"2624","2","0","0","0","90",17,0,1,0
"2625","0","2","1","0","0",20,0,0,0
"2626","2","1","1","1","135",11,0,1,0
"2627","2","3","1","3","45",3,0,1,0
"2628","2","0","2","0","135",3,1,1,1
"2629","0","2","1","2","45",3,0,1,0
"2630","1","1","1","0","90",20,1,0,0
"2631","1","0","0","1","90",20,0,0,0
"2632","2","1","1","1","90",3,0,1,0
"2633","0","0","1","0","90",5,0,1,0
"2634","1","1","0","1","0",20,0,1,0
"2635","2","1","1","1","135",8,0,1,0
"2636","0","1","0","1","45",5,1,1,1
"2637","0","1","0","1","0",11,1,1,1
"2638","0","2","0","1","90",17,1,0,0
"2639","0","2","1","2","45",14,0,1,0
"2640","0","1","1","2","0",17,0,0,0
"2641","1","1","1","2","0",8,1,0,0
"2642","1","1","1","1","0",14,1,1,1
"2643","1","0","0","0","45",20,0,1,0
"2644","3","0","2","0","0",3,0,1,0
"2645","0","1","0","0","135",17,1,0,0
"2646","0","0","1","0","0",17,0,1,0
"2647","0","2","1","2","0",8,0,1,0
"2648","1","0","1","1","45",14,1,0,0
"2649","1","0","1","2","135",20,1,0,0
"2650","0","2","1","1","90",17,0,0,0
"2651","2","0","2","0","45",3,1,1,1
"2652","2","0","2","1","135",8,1,0,0
"2653","1","0","0","1","45",17,0,0,0
"2654","1","1","1","1","0",5,1,1,1
"2655","0","1","0","1","45",17,1,1,1
"2656","0","1","0","1","0",8,1,1,1
"2657","0","1","0","1","90",3,1,1,1
"2658","1","2","0","1","90",17,0,0,0
"2659","1","1","1","1","135",8,1,1,1
"2660","0","0","0","0","90",3,1,1,1
"2661","0","2","1","2","45",5,0,1,0
"2662","1","0","1","2","90",8,1,0,0
"2663","0","1","1","2","45",14,0,0,0
"2664","1","0","1","0","90",14,1,1,1
"2665","0","0","0","0","135",3,1,1,1
"2666","1","1","0","2","0",17,0,0,0
"2667","0","2","1","2","0",14,0,1,0
"2668","1","0","1","0","45",14,1,1,1
"2669","2","1","0","1","135",20,0,1,0
"2670","1","1","1","0","0",8,1,0,0
"2671","0","1","0","2","45",8,1,0,0
"2672","1","1","1","1","90",11,1,1,1
"2673","0","1","1","0","45",20,0,0,0
"2674","0","0","1","0","135",3,0,1,0
"2675","1","1","2","1","0",20,0,1,0
"2676","1","1","1","1","0",17,1,1,1
"2677","0","1","1","0","45",17,0,0,0
"2678","2","0","2","0","45",8,1,1,1
"2679","1","2","1","1","135",14,1,0,0
"2680","0","0","1","0","45",5,0,1,0
"2681","1","0","1","2","90",11,1,0,0
"2682","2","1","2","1","45",20,1,1,1
"2683","0","1","0","1","0",14,1,1,1
"2684","1","1","1","2","45",8,1,0,0
"2685","1","1","1","2","135",11,1,0,0
"2686","0","1","1","1","0",17,0,1,0
"2687","1","2","2","1","135",11,0,0,0
"2688","0","1","0","1","135",5,1,1,1
"2689","1","1","1","1","45",14,1,1,1
"2690","1","1","1","2","0",5,1,0,0
"2691","1","1","1","2","90",17,1,0,0
"2692","1","0","1","0","90",5,1,1,1
"2693","0","2","0","1","45",20,1,0,0
"2694","1","0","2","0","135",14,0,1,0
"2695","1","0","1","0","135",5,1,1,1
"2696","0","2","1","2","0",17,0,1,0
"2697","1","2","1","2","45",8,1,1,1
"2698","1","0","1","1","0",20,1,0,0
"2699","2","0","2","0","135",5,1,1,1
"2700","2","1","2","1","90",11,1,1,1
"2701","0","0","1","0","45",8,0,1,0
"2702","0","1","2","1","90",17,0,1,0
"2703","1","2","1","2","45",20,1,1,1
"2704","1","2","1","2","90",8,1,1,1
"2705","1","1","2","2","135",17,0,0,0
"2706","0","1","1","2","90",20,0,0,0
"2707","1","1","1","1","0",14,1,1,1
"2708","0","0","0","0","0",3,1,1,1
"2709","1","1","2","2","45",14,0,0,0
"2710","0","1","0","1","90",5,1,1,1
"2711","3","1","2","2","45",14,0,0,0
"2712","0","0","1","0","0",14,0,1,0
"2713","1","1","1","2","135",17,1,0,0
"2714","0","2","1","2","0",14,0,1,0
"2715","1","0","1","0","90",8,1,1,1
"2716","3","0","1","0","135",3,0,1,0
"2717","1","2","1","2","135",17,1,1,1
"2718","1","2","2","2","135",14,0,1,0
"2719","1","1","1","1","90",20,1,1,1
"2720","1","2","1","2","135",11,1,1,1
"2721","1","1","1","2","90",8,1,0,0
"2722","1","0","1","0","135",5,1,1,1
"2723","1","0","1","0","45",14,1,1,1
"2724","2","1","3","1","135",8,0,1,0
"2725","2","1","2","1","135",14,1,1,1
"2726","0","1","0","2","0",20,1,0,0
"2727","1","2","3","2","135",11,0,1,0
"2728","0","1","0","1","135",8,1,1,1
"2729","0","2","0","2","135",17,1,1,1
"2730","1","1","0","1","90",20,0,1,0
"2731","1","1","1","1","0",3,1,1,1
"2732","0","0","0","0","45",11,1,1,1
"2733","1","1","1","1","90",3,1,1,1
"2734","1","2","1","2","90",5,1,1,1
"2735","3","0","2","0","0",3,0,1,0
"2736","1","1","1","1","45",5,1,1,1
"2737","1","0","1","2","0",14,1,0,0
"2738","0","2","0","2","90",11,1,1,1
"2739","0","1","0","1","135",11,1,1,1
"2740","1","1","2","1","135",20,0,1,0
"2741","2","0","2","0","45",5,1,1,1
"2742","1","0","1","1","45",11,1,0,0
"2743","2","0","2","1","0",17,1,0,0
"2744","3","2","2","2","0",14,0,1,0
"2745","0","2","0","2","90",3,1,1,1
"2746","1","1","1","2","45",5,1,0,0
"2747","2","1","2","1","0",8,1,1,1
"2748","2","1","2","1","135",8,1,1,1
"2749","3","1","1","3","0",17,0,0,0
"2750","1","0","1","0","135",3,1,1,1
"2751","1","2","1","1","135",20,1,0,0
"2752","1","0","1","2","0",20,1,0,0
"2753","0","1","0","1","135",11,1,1,1
"2754","2","0","2","1","90",3,1,0,0
"2755","1","1","1","1","90",3,1,1,1
"2756","1","0","1","2","135",20,1,0,0
"2757","2","3","1","2","0",20,0,0,0
"2758","1","0","1","2","90",8,1,0,0
"2759","1","1","1","2","0",20,1,0,0
"2760","1","1","1","1","45",5,1,1,1
"2761","1","0","1","0","45",5,1,1,1
"2762","1","2","3","2","90",14,0,1,0
"2763","0","1","1","2","0",20,0,0,0
"2764","0","2","1","1","90",17,0,0,0
"2765","2","3","2","2","135",11,1,0,0
"2766","2","0","2","0","45",5,1,1,1
"2767","3","2","3","2","90",5,1,1,1
"2768","0","2","2","1","45",17,0,0,0
"2769","2","1","2","1","45",20,1,1,1
"2770","1","1","2","1","135",17,0,1,0
"2771","1","2","1","3","45",11,1,0,0
"2772","2","0","2","2","45",14,1,0,0
"2773","2","1","2","1","0",8,1,1,1
"2774","2","2","2","3","0",11,1,0,0
"2775","1","0","1","0","45",3,1,1,1
"2776","1","2","2","1","135",17,0,0,0
"2777","2","1","2","1","45",3,1,1,1
"2778","1","0","1","0","90",5,1,1,1
"2779","1","2","1","3","45",11,1,0,0
"2780","0","1","0","0","90",5,1,0,0
"2781","0","1","0","1","0",14,1,1,1
"2782","0","1","1","2","90",17,0,0,0
"2783","1","1","1","1","45",11,1,1,1
"2784","1","2","1","2","90",11,1,1,1
"2785","1","0","1","0","45",8,1,1,1
"2786","0","1","0","1","0",8,1,1,1
"2787","1","1","1","1","135",11,1,1,1
"2788","2","1","2","1","135",5,1,1,1
"2789","2","0","2","1","0",11,1,0,0
"2790","0","0","0","0","90",11,1,1,1
"2791","2","1","2","1","45",3,1,1,1
"2792","0","1","0","1","45",14,1,1,1
"2793","1","1","1","1","45",5,1,1,1
"2794","2","2","2","2","90",3,1,1,1
"2795","0","1","0","1","135",3,1,1,1
"2796","0","1","1","1","0",5,0,1,0
"2797","1","3","1","3","45",3,1,1,1
"2798","1","1","1","2","135",5,1,0,0
"2799","2","0","2","2","0",11,1,0,0
"2800","3","3","3","2","90",14,1,0,0
"2801","1","0","0","0","0",17,0,1,0
"2802","1","1","2","0","135",17,0,0,0
"2803","0","0","0","1","90",8,1,0,0
"2804","1","3","2","1","90",14,0,0,0
"2805","0","3","1","2","90",20,0,0,0
"2806","2","0","2","1","45",17,1,0,0
"2807","2","2","2","2","0",11,1,1,1
"2808","1","1","1","2","45",17,1,0,0
"2809","1","1","1","2","45",8,1,0,0
"2810","2","1","1","2","45",5,0,0,0
"2811","1","1","1","2","135",5,1,0,0
"2812","0","0","1","0","45",14,0,1,0
"2813","1","2","1","2","45",17,1,1,1
"2814","0","3","0","2","135",14,1,0,0
"2815","2","1","1","1","0",8,0,1,0
"2816","2","1","2","1","135",8,1,1,1
"2817","0","0","0","0","45",5,1,1,1
"2818","3","0","3","1","135",3,1,0,0
"2819","2","1","2","1","90",20,1,1,1
"2820","1","1","1","2","0",5,1,0,0
"2821","2","1","2","1","90",5,1,1,1
"2822","0","1","0","1","90",5,1,1,1
"2823","1","0","1","1","90",11,1,0,0
"2824","0","2","0","2","135",20,1,1,1
"2825","1","1","2","1","0",5,0,1,0
"2826","1","1","1","1","135",3,1,1,1
"2827","0","1","1","2","45",8,0,0,0
"2828","0","0","1","2","0",20,0,0,0
"2829","2","1","3","1","90",14,0,1,0
"2830","1","1","2","1","135",14,0,1,0
"2831","2","1","2","1","90",11,1,1,1
"2832","2","2","2","1","90",3,1,0,0
"2833","1","0","2","1","90",14,0,0,0
"2834","1","1","2","1","135",14,0,1,0
"2835","2","1","2","1","135",11,1,1,1
"2836","0","0","0","0","45",3,1,1,1
"2837","1","1","2","2","45",11,0,0,0
"2838","1","3","1","3","0",8,1,1,1
"2839","0","1","0","1","135",8,1,1,1
"2840","1","1","2","1","135",11,0,1,0
"2841","0","3","0","2","135",8,1,0,0
"2842","2","0","1","0","45",3,0,1,0
"2843","2","2","2","2","0",3,1,1,1
"2844","2","1","2","1","90",20,1,1,1
"2845","3","2","2","1","90",20,0,0,0
"2846","1","0","1","2","135",11,1,0,0
"2847","0","1","0","1","45",3,1,1,1
"2848","2","0","2","1","90",11,1,0,0
"2849","1","2","1","1","90",3,1,0,0
"2850","2","0","2","0","0",3,1,1,1
"2851","0","1","0","1","135",11,1,1,1
"2852","1","1","1","1","90",5,1,1,1
"2853","0","1","0","1","90",14,1,1,1
"2854","2","1","2","1","90",11,1,1,1
"2855","0","0","0","2","135",8,1,0,0
"2856","1","2","1","2","0",3,1,1,1
"2857","2","0","2","0","45",14,1,1,1
"2858","3","0","3","1","135",11,1,0,0
"2859","0","1","2","1","135",14,0,1,0
"2860","1","2","1","2","0",5,1,1,1
"2861","2","1","1","2","0",20,0,0,0
"2862","0","2","0","2","90",5,1,1,1
"2863","1","1","3","2","135",11,0,0,0
"2864","2","0","1","1","0",11,0,0,0
"2865","1","2","2","1","135",20,0,0,0
"2866","1","0","2","0","0",14,0,1,0
"2867","1","1","1","2","135",5,1,0,0
"2868","1","0","2","1","135",8,0,0,0
"2869","3","0","2","3","0",20,0,0,0
"2870","2","2","2","2","90",11,1,1,1
"2871","0","0","0","0","135",5,1,1,1
"2872","1","3","1","2","90",11,1,0,0
"2873","1","0","1","1","135",8,1,0,0
"2874","1","0","1","0","45",5,1,1,1
"2875","0","1","0","2","0",11,1,0,0
"2876","0","0","1","2","0",17,0,0,0
"2877","1","0","2","0","45",11,0,1,0
"2878","0","2","0","2","135",5,1,1,1
"2879","1","1","1","0","45",17,1,0,0
"2880","1","0","2","1","90",8,0,0,0
"2881","0","1","0","1","90",11,1,1,1
"2882","1","3","1","3","45",3,1,1,1
"2883","1","0","1","2","90",17,1,0,0
"2884","1","1","1","2","45",11,1,0,0
"2885","1","0","2","3","0",20,0,0,0
"2886","1","2","1","2","45",5,1,1,1
"2887","1","0","1","0","90",8,1,1,1
"2888","0","4","1","2","90",20,0,0,0
"2889","1","0","1","0","45",14,1,1,1
"2890","0","0","0","0","0",8,1,1,1
"2891","0","1","0","2","135",20,1,0,0
"2892","2","1","2","1","135",14,1,1,1
"2893","1","0","1","0","45",8,1,1,1
"2894","1","2","0","2","0",20,0,1,0
"2895","1","2","1","2","0",17,1,1,1
"2896","0","0","0","0","135",3,1,1,1
"2897","1","2","1","1","90",17,1,0,0
"2898","2","1","1","2","45",8,0,0,0
"2899","2","0","2","0","0",11,1,1,1
"2900","2","1","2","1","135",20,1,1,1
"2901","1","1","1","2","135",11,1,0,0
"2902","0","1","0","1","0",3,1,1,1
"2903","3","2","3","2","0",14,1,1,1
"2904","0","3","1","3","0",17,0,1,0
"2905","2","1","2","2","0",11,1,0,0
"2906","1","1","1","2","90",5,1,0,0
"2907","1","0","1","0","0",14,1,1,1
"2908","0","2","0","2","0",8,1,1,1
"2909","2","3","2","3","135",3,1,1,1
"2910","1","1","0","1","135",17,0,1,0
"2911","2","0","2","0","45",5,1,1,1
"2912","1","0","1","0","0",20,1,1,1
"2913","1","0","2","2","0",20,0,0,0
"2914","1","1","2","3","0",17,0,0,0
"2915","2","2","2","1","90",11,1,0,0
"2916","1","0","0","2","135",17,0,0,0
"2917","3","1","3","2","90",5,1,0,0
"2918","0","0","2","0","0",20,0,1,0
"2919","3","2","2","2","45",17,0,1,0
"2920","0","1","0","1","45",3,1,1,1
"2921","0","1","0","1","90",20,1,1,1
"2922","1","1","1","2","45",8,1,0,0
"2923","0","2","1","2","0",14,0,1,0
"2924","2","1","2","2","45",17,1,0,0
"2925","1","0","1","2","45",17,1,0,0
"2926","1","0","2","1","90",17,0,0,0
"2927","0","1","0","2","45",5,1,0,0
"2928","2","1","2","2","90",14,1,0,0
"2929","1","1","2","1","45",20,0,1,0
"2930","2","1","2","2","0",5,1,0,0
"2931","1","0","1","0","135",3,1,1,1
"2932","1","1","2","1","45",8,0,1,0
"2933","3","1","2","1","90",5,0,1,0
"2934","0","1","1","2","45",8,0,0,0
"2935","1","1","0","1","90",20,0,1,0
"2936","1","1","1","2","135",14,1,0,0
"2937","2","1","2","1","135",5,1,1,1
"2938","0","1","1","2","45",14,0,0,0
"2939","3","1","3","1","45",3,1,1,1
"2940","1","1","2","2","0",17,0,0,0
"2941","0","1","0","2","0",14,1,0,0
"2942","1","1","0","0","90",20,0,0,0
"2943","0","0","0","1","45",17,1,0,0
"2944","1","2","2","2","135",20,0,1,0
"2945","0","2","0","2","135",3,1,1,1
"2946","0","0","1","2","135",17,0,0,0
"2947","0","1","0","1","45",8,1,1,1
"2948","0","3","0","2","90",8,1,0,0
"2949","1","1","1","2","90",3,1,0,0
"2950","2","1","2","2","90",14,1,0,0
"2951","0","1","0","1","135",3,1,1,1
"2952","0","1","0","1","0",8,1,1,1
"2953","0","1","0","1","90",3,1,1,1
"2954","2","2","1","2","0",3,0,1,0
"2955","1","2","2","2","0",14,0,1,0
"2956","1","0","2","0","0",8,0,1,0
"2957","1","1","1","0","135",3,1,0,0
"2958","1","1","1","2","90",11,1,0,0
"2959","2","0","2","1","90",17,1,0,0
"2960","0","2","1","2","0",20,0,1,0
"2961","2","1","2","1","135",11,1,1,1
"2962","2","3","2","3","45",3,1,1,1
"2963","2","0","2","0","135",3,1,1,1
"2964","0","2","0","2","45",3,1,1,1
"2965","1","1","2","1","90",20,0,1,0
"2966","1","0","1","2","90",20,1,0,0
"2967","2","1","2","1","90",3,1,1,1
"2968","0","0","0","0","90",5,1,1,1
"2969","1","1","1","2","0",20,1,0,0
"2970","2","1","2","2","135",8,1,0,0
"2971","0","1","0","2","45",5,1,0,0
"2972","0","1","0","1","0",11,1,1,1
"2973","0","2","0","2","90",17,1,1,1
"2974","0","2","0","2","45",14,1,1,1
"2975","0","1","1","2","0",17,0,0,0
"2976","1","1","1","2","0",8,1,0,0
"2977","1","1","1","2","0",14,1,0,0
"2978","1","0","0","0","45",20,0,1,0
"2979","3","0","3","0","0",3,1,1,1
"2980","0","1","2","1","135",17,0,1,0
"2981","0","0","1","0","0",17,0,1,0
"2982","0","2","0","2","0",8,1,1,1
"2983","1","0","2","1","45",14,0,0,0
"2984","1","0","2","2","135",20,0,0,0
"2985","0","2","0","2","90",17,1,1,1
"2986","2","0","2","0","45",3,1,1,1
"2987","2","0","2","1","135",8,1,0,0
"2988","1","0","1","0","45",17,1,1,1
"2989","1","1","1","1","0",5,1,1,1
"2990","0","1","0","2","45",17,1,0,0
"2991","0","1","0","2","0",8,1,0,0
"2992","0","1","0","1","90",3,1,1,1
"2993","1","2","1","2","90",17,1,1,1
"2994","1","1","2","1","135",8,0,1,0
"2995","0","0","0","0","90",3,1,1,1
"2996","0","2","0","2","45",5,1,1,1
"2997","1","0","1","2","90",8,1,0,0
"2998","0","1","1","2","45",14,0,0,0
"2999","1","0","1","2","90",14,1,0,0
"3000","0","0","0","0","135",3,1,1,1
"3001","1","1","1","2","0",17,1,0,0
"3002","0","2","2","2","0",14,0,1,0
"3003","1","0","1","0","45",14,1,1,1
"3004","2","1","3","2","135",20,0,0,0
"3005","1","1","1","1","0",8,1,1,1
"3006","0","1","0","1","45",8,1,1,1
"3007","1","1","1","1","90",11,1,1,1
